date,Mkt-RF,SMB,HML,RMW,CMA,RF
20150629,-2.15,-0.41,0.17,0.32,0.08,0
20150630,0.34,0.28,-0.64,-0.31,-0.59,0
20150701,0.6,-0.75,-0.02,0.22,0.06,0
20150702,-0.11,-0.62,-0.09,-0.07,-0.02,0
20150706,-0.37,0.1,-0.55,-0.19,-0.2,0
20150707,0.53,-0.49,-0.29,0.45,0.01,0
20150708,-1.68,-0.02,0.09,0.17,0.06,0
20150709,0.29,0.15,0.01,-0.33,-0.25,0
20150710,1.24,0.18,-0.5,-0.21,-0.04,0
20150713,1.14,-0.1,-0.43,0.09,-0.21,0
20150714,0.47,0.15,0.1,-0.31,-0.25,0
20150715,-0.19,-0.8,-0.04,-0.22,-0.35,0
20150716,0.78,-0.23,-0.62,-0.24,-0.55,0
20150717,0.05,-0.65,-0.66,-0.23,-0.72,0
20150720,-0.01,-0.77,-0.6,0.37,-0.24,0
20150721,-0.47,0.06,0.3,-0.19,-0.01,0
20150722,-0.18,0.25,0.24,-0.38,0.03,0
20150723,-0.6,-0.42,-0.31,-0.06,0.03,0
20150724,-1.08,-0.67,0.05,0.05,-0.07,0
20150727,-0.74,-0.26,0.07,0.1,0.29,0
20150728,1.23,-0.35,-0.14,0.02,0.16,0
20150729,0.74,-0.24,0.52,0.92,0.25,0
20150730,0.12,0.17,-0.28,0.14,-0.2,0
20150731,-0.15,0.73,-0.99,0.24,-0.07,0
20150803,-0.35,-0.33,-0.2,0.07,0.05,0
20150804,-0.14,-0.01,-0.13,-0.03,0.24,0
20150805,0.36,-0.09,-0.41,-0.02,0,0
20150806,-0.88,-0.37,1.96,0.29,0.71,0
20150807,-0.36,-0.45,-0.29,0.25,0.09,0
20150810,1.31,0.19,0.69,0.17,-0.01,0
20150811,-0.98,-0.09,0.43,0.15,0.05,0
20150812,0.07,-0.16,-0.31,-0.1,-0.08,0
20150813,-0.14,-0.43,0.08,0.14,-0.08,0
20150814,0.43,0.14,0.43,-0.08,0.01,0
20150817,0.6,0.36,-0.85,-0.22,-0.37,0
20150818,-0.35,-0.61,0.37,0.37,0.03,0
20150819,-0.85,-0.2,-0.21,-0.1,-0.03,0
20150820,-2.24,-0.23,0.56,0.63,0.53,0
20150821,-2.95,1.8,0.16,-0.73,0.74,0
20150824,-3.9,0.29,-0.4,0.45,0.09,0
20150825,-1.17,0.58,-0.62,-0.28,-0.55,0
20150826,3.68,-1.41,-0.35,0.18,-0.59,0
20150827,2.4,-0.63,0.6,-0.31,-0.13,0
20150828,0.23,0.99,0.07,-0.26,0.08,0
20150831,-0.74,0.9,1.4,0.09,0.45,0
20150901,-2.91,0.24,-0.48,-0.01,0.06,0
20150902,1.81,-0.28,-0.9,0.19,-0.61,0
20150903,0.17,-0.2,0.74,0.34,0.66,0
20150904,-1.39,0.83,-0.57,-0.07,-0.4,0
20150908,2.52,-0.39,-0.56,-0.1,-0.29,0
20150909,-1.34,0.18,0.13,0.22,0.02,0
20150910,0.49,-0.19,-0.34,-0.22,-0.62,0
20150911,0.44,-0.28,-0.69,-0.09,-0.31,0
20150914,-0.41,0.02,0.03,-0.02,-0.04,0
20150915,1.22,-0.16,0.28,0,0.11,0
20150916,0.84,0.04,0.43,0.31,0.2,0
20150917,-0.17,0.78,-1.5,-0.26,-0.32,0
20150918,-1.62,0.29,-0.94,-0.43,-0.45,0
20150921,0.36,-0.85,1.24,0.48,0.11,0
20150922,-1.29,-0.3,0.14,0.3,0.1,0
20150923,-0.27,-0.22,-0.16,-0.17,-0.27,0
20150924,-0.36,0.27,0.52,-0.08,0.04,0
20150925,-0.22,-1.47,1.87,0.52,0.48,0
20150928,-2.63,-0.21,1.15,0.67,0.53,0
20150929,-0.07,-0.61,0.69,0.72,0.45,0
20150930,1.88,-0.47,-0.47,-0.41,-0.33,0
20151001,0.13,-0.53,-0.05,-0.16,-0.15,0
20151002,1.49,0.25,-0.82,-0.15,0.05,0
20151005,1.93,0.73,0.76,0.11,0.58,0
20151006,-0.43,-0.09,1.64,0.32,0.55,0
20151007,0.94,0.78,-0.23,-0.13,0.09,0
20151008,0.84,0.34,0.73,0.54,0.69,0
20151009,0.12,0.1,-1.06,0.12,-0.12,0
20151012,0.06,-0.44,-0.07,0.11,-0.17,0
20151013,-0.74,-0.67,0.66,0.32,0.17,0
20151014,-0.6,-0.27,-0.04,-0.44,0.38,0
20151015,1.56,0.6,-0.1,-1.07,-0.35,0
20151016,0.36,-0.53,-0.32,0.05,0.06,0
20151019,0,0.11,-0.66,0.14,-0.32,0
20151020,-0.15,0.15,1.2,0.46,0.15,0
20151021,-0.74,-0.91,-0.21,0.46,0.16,0
20151022,1.5,-0.76,0.34,0.04,0.51,0
20151023,1.09,-0.03,-0.55,0.2,-0.66,0
20151026,-0.2,-0.44,-0.72,0.23,-0.1,0
20151027,-0.42,-1.06,-0.92,-0.41,-0.5,0
20151028,1.43,1.52,0.67,-0.68,-0.15,0
20151029,-0.2,-0.83,-0.08,0.37,-0.28,0
20151030,-0.42,0.18,-0.56,0.35,0.11,0
20151102,1.25,0.9,-0.02,-0.55,0.05,0
20151103,0.32,0.43,0.25,0,-0.12,0
20151104,-0.26,0.18,-0.32,-0.61,-0.69,0
20151105,-0.08,0.05,0.5,0.02,0.16,0
20151106,0.14,0.9,0.3,-0.52,-0.13,0
20151109,-0.95,-0.3,-0.03,-0.63,-0.05,0
20151110,0.13,-0.01,0.22,-0.13,0.21,0
20151111,-0.43,-0.55,-0.18,-0.07,0.11,0
20151112,-1.45,-0.58,-0.41,0.15,-0.27,0
20151113,-1.07,0.32,0.35,-0.54,0.39,0
20151116,1.39,-0.54,0.48,0.17,-0.17,0
20151117,-0.11,-0.22,-0.64,0.03,-0.16,0
20151118,1.61,-0.02,-0.07,-0.13,-0.32,0
20151119,-0.13,-0.26,-0.16,0.18,0.08,0
20151120,0.35,0.41,-0.38,0.29,0.04,0
20151123,-0.01,0.6,-0.35,0.08,-0.14,0
20151124,0.21,0.74,0.25,0.18,0.13,0
20151125,0.09,0.85,-0.55,-0.1,-0.07,0
20151127,0.09,0.21,-0.29,-0.15,0.07,0
20151130,-0.47,0.2,0.67,-0.23,0.03,0
20151201,0.97,-0.63,0.25,-0.08,-0.12,0
20151202,-1.01,0.2,-0.7,0.05,-0.08,0
20151203,-1.5,-0.18,0.39,0.33,0.25,0
20151204,1.87,-1.04,-0.48,0.14,-0.33,0
20151207,-0.84,-0.88,-0.67,0.71,0.12,0
20151208,-0.59,0.25,-1.19,-0.17,-0.65,0
20151209,-0.83,-0.23,0.39,0.5,0.55,0
20151210,0.3,0.1,-0.24,0.12,-0.15,0
20151211,-2.03,-0.2,-0.06,0.21,0.29,0
20151214,0.29,-1.11,-0.17,0.12,-0.38,0
20151215,1.1,0.19,0.79,-0.79,0.02,0
20151216,1.47,0.01,-0.67,-0.14,-0.12,0
20151217,-1.46,0.33,-0.36,-0.23,0.01,0
20151218,-1.7,0.7,-0.36,-0.3,0.25,0
20151221,0.74,-0.17,-0.08,-0.13,0.08,0
20151222,0.89,0,0.51,0.21,0.45,0
20151223,1.3,0.23,0.56,-0.01,0.16,0
20151224,-0.11,0.27,-0.02,-0.2,0.12,0
20151228,-0.28,-0.52,-0.35,0.1,-0.07,0
20151229,1.05,0.03,-0.29,0.01,-0.32,0
20151230,-0.74,-0.17,-0.15,0.07,0.17,0
20151231,-0.92,-0.23,0.23,-0.12,0.09,0
20160104,-1.59,-0.76,0.52,0.35,0.4,0
20160105,0.12,-0.24,0.01,0.07,0.31,0
20160106,-1.35,-0.22,0,0.16,0.05,0
20160107,-2.44,-0.28,0.09,0.52,0.36,0
20160108,-1.11,-0.51,-0.04,0.25,0.06,0
20160111,-0.06,-0.61,0.38,0.69,0.33,0
20160112,0.72,-0.47,-0.79,-0.08,-0.38,0
20160113,-2.67,-0.61,0.81,0.4,0.63,0
20160114,1.65,-0.05,-0.38,-0.6,-0.41,0
20160115,-2.14,0.39,-0.24,0.37,0.45,0
20160119,-0.2,-1.36,-0.05,0.35,0.24,0
20160120,-0.94,1.75,-1.25,0.1,-0.52,0
20160121,0.45,-0.47,-0.01,0.48,0.63,0
20160122,2.08,0.13,-0.21,-0.47,-0.65,0
20160125,-1.71,-0.54,-0.95,0.32,0,0
20160126,1.52,0.6,1.16,0.62,0.62,0
20160127,-1.11,-0.42,1.68,-0.17,0.91,0
20160128,0.49,-0.55,1.25,-0.29,-0.45,0
20160129,2.57,0.59,0.42,-0.02,0.4,0
20160201,-0.04,-0.29,-1,0.1,-0.36,0.001
20160202,-2,-0.15,-0.36,0.28,0.39,0.001
20160203,0.46,-0.25,0.45,0.4,0.32,0.001
20160204,0.27,0.31,0.37,0.21,0,0.001
20160205,-2.06,-0.73,1.63,1.04,1.18,0.001
20160208,-1.51,0.14,0.83,1.7,0.86,0.001
20160209,-0.09,-0.55,-0.26,-0.05,0.05,0.001
20160210,0.01,-0.2,-0.53,-0.28,-0.69,0.001
20160211,-1.17,0.3,-1.48,0.39,-0.27,0.001
20160212,1.98,-0.28,1.11,-0.43,0.21,0.001
20160216,1.78,0.55,-0.56,0.02,-0.24,0.001
20160217,1.75,-0.14,-0.65,-0.41,-0.37,0.001
20160218,-0.51,-0.02,0.2,0.41,0.48,0.001
20160219,0.06,0.27,-0.58,-0.64,-0.38,0.001
20160222,1.43,-0.18,0.28,0.21,-0.26,0.001
20160223,-1.22,0.37,-0.51,0.77,0.49,0.001
20160224,0.53,0.65,-0.31,-0.02,0.15,0.001
20160225,1.1,-0.45,0.23,-0.07,-0.25,0.001
20160226,-0.01,0.86,0.28,-0.58,-0.03,0.001
20160229,-0.69,0.72,0.26,0.15,0.51,0.001
20160301,2.34,-0.67,0.39,-0.61,-0.6,0.001
20160302,0.54,0.59,0.67,-0.73,-0.06,0.001
20160303,0.51,0.56,0.63,0.28,0.31,0.001
20160304,0.37,0.33,0.28,0.09,0.09,0.001
20160307,0.21,1.27,0.5,-0.44,0.4,0.001
20160308,-1.27,-1.27,-0.47,0.68,0.16,0.001
20160309,0.5,0.1,0.41,0.22,0.17,0.001
20160310,-0.11,-0.76,0.63,0.3,0.2,0.001
20160311,1.69,0.3,0.23,-0.43,-0.42,0.001
20160314,-0.12,-0.15,-0.91,-0.01,-0.18,0.001
20160315,-0.36,-1.46,0.68,0.47,0.04,0.001
20160316,0.63,0.12,-0.09,0.58,-0.03,0.001
20160317,0.72,0.96,0.58,0.12,0.62,0.001
20160318,0.54,0.43,-0.15,-0.24,0.1,0.001
20160321,0.1,-0.29,-0.32,-0.1,-0.32,0.001
20160322,-0.05,-0.09,-0.45,-0.32,-0.2,0.001
20160323,-0.86,-1.19,-0.15,0.7,0.02,0.001
20160324,0,0.45,-0.06,0.05,0.06,0.001
20160328,0.04,-0.05,0.17,-0.05,0.22,0.001
20160329,1.07,1.68,-1.18,0.19,-0.44,0.001
20160330,0.41,-0.25,0.15,-0.05,-0.01,0.001
20160331,-0.11,0.41,-0.49,-0.11,-0.07,0.001
20160401,0.64,-0.32,-0.61,-0.39,-0.11,0
20160404,-0.41,-0.3,-0.79,-0.23,-0.16,0
20160405,-0.94,-0.18,-0.37,0.08,0.25,0
20160406,1.14,0.06,-0.81,-0.52,-0.53,0
20160407,-1.23,-0.08,-0.37,-0.01,0.25,0
20160408,0.29,0.12,0.66,0.37,0.24,0
20160411,-0.28,-0.01,0.95,-0.01,0.24,0
20160412,0.99,0,0.86,0.03,-0.13,0
20160413,1.23,0.98,0.38,-0.49,-0.4,0
20160414,0.03,-0.24,0.15,-0.36,-0.07,0
20160415,-0.04,0.31,-0.33,0.24,0.21,0
20160418,0.65,0.13,-0.2,-0.16,-0.08,0
20160419,0.29,-0.2,1.47,-0.22,0.28,0
20160420,0.15,-0.01,0.58,-0.3,-0.17,0
20160421,-0.47,0,-0.59,-0.6,-0.29,0
20160422,0.12,1,0.51,-0.09,0.83,0
20160425,-0.24,-0.65,-0.17,0.11,-0.09,0
20160426,0.29,0.81,0.81,0.29,0.49,0
20160427,0.21,0.18,0.7,-0.19,0.65,0
20160428,-0.96,-0.19,-0.02,-0.48,0.53,0
20160429,-0.5,-0.22,0.37,0.05,-0.19,0
20160502,0.79,-0.02,-0.37,0.01,-0.1,0.001
20160503,-1.05,-0.74,-0.46,0.54,0.04,0.001
20160504,-0.66,-0.16,0.06,0.49,0.33,0.001
20160505,-0.08,-0.53,0.05,0.12,-0.04,0.001
20160506,0.38,0.07,0.24,0.18,0.28,0.001
20160509,0.05,0.21,-1.46,0.14,-0.41,0.001
20160510,1.26,-0.37,0.49,-0.15,0.03,0.001
20160511,-0.89,-0.32,0.78,-0.38,0.02,0.001
20160512,-0.11,-0.62,0.13,0.39,0.02,0.001
20160513,-0.82,0.31,-0.67,-0.54,-0.11,0.001
20160516,0.99,0.22,-0.25,-0.08,-0.26,0.001
20160517,-0.95,-0.71,0.62,-0.15,-0.11,0.001
20160518,0.1,0.17,0.89,-1.33,-0.65,0.001
20160519,-0.33,-0.33,-0.26,0.36,0.03,0.001
20160520,0.75,0.85,-0.26,-0.4,-0.39,0.001
20160523,-0.18,0.25,-0.33,-0.23,0.14,0.001
20160524,1.43,0.64,-0.34,-0.1,-0.39,0.001
20160525,0.72,-0.13,0.56,0.21,-0.15,0.001
20160526,-0.04,-0.16,-0.53,0.16,-0.2,0.001
20160527,0.49,0.36,-0.17,-0.12,-0.09,0.001
20160531,-0.01,0.47,-0.37,-0.2,-0.28,0.001
20160601,0.2,0.62,-0.2,-0.29,0.02,0.001
20160602,0.35,0.26,-0.58,-0.21,0.04,0.001
20160603,-0.38,-0.2,-0.08,0.53,0.16,0.001
20160606,0.6,0.72,0.3,-0.19,-0.12,0.001
20160607,0.12,0.2,0.1,0.35,0.22,0.001
20160608,0.37,0.44,-0.09,0.03,-0.11,0.001
20160609,-0.27,-0.43,-0.23,0.33,0.15,0.001
20160610,-1.05,-0.38,-0.18,0.19,0.57,0.001
20160613,-0.84,-0.36,0.12,-0.21,-0.06,0.001
20160614,-0.19,0.15,-0.71,0.33,0.09,0.001
20160615,-0.11,0.24,-0.03,-0.09,0.08,0.001
20160616,0.24,-0.33,-0.43,0.26,0.32,0.001
20160617,-0.3,0.05,0.93,0.39,0.49,0.001
20160620,0.71,0.6,0.01,-0.18,0.09,0.001
20160621,0.21,-0.63,0.51,-0.2,-0.03,0.001
20160622,-0.2,-0.32,0.08,0.06,-0.03,0.001
20160623,1.45,0.55,0.47,-0.57,-0.24,0.001
20160624,-3.7,0.03,-1.21,1.01,0.18,0.001
20160627,-2.07,-1.07,-0.72,0.64,0.45,0.001
20160628,1.76,-0.37,0.16,-0.64,-0.51,0.001
20160629,1.8,0.3,-0.03,-0.14,-0.31,0.001
20160630,1.42,0.38,0.42,-0.11,0.31,0.001
20160701,0.24,0.46,-0.44,-0.12,0.27,0.001
20160705,-0.85,-0.84,-1.37,0.63,-0.72,0.001
20160706,0.62,0.18,-0.15,-0.08,-0.17,0.001
20160707,0.02,0.32,-0.17,0.1,-0.28,0.001
20160708,1.6,0.97,0.3,-0.02,0.3,0.001
20160711,0.43,0.68,0.26,0.31,-0.07,0.001
20160712,0.75,0.74,0.99,-0.64,0.68,0.001
20160713,-0.05,-0.46,0.49,0.58,-0.03,0.001
20160714,0.51,-0.42,0.46,-0.07,0.04,0.001
20160715,-0.05,0.29,0,-0.29,-0.01,0.001
20160718,0.25,0.01,-0.13,0.06,-0.2,0.001
20160719,-0.22,-0.64,0.05,0.5,-0.24,0.001
20160720,0.48,0.39,-0.89,-0.11,-0.35,0.001
20160721,-0.38,-0.05,-0.04,0.12,0.02,0.001
20160722,0.48,0.29,-0.13,0.41,-0.28,0.001
20160725,-0.27,-0.04,-0.23,0.45,-0.39,0.001
20160726,0.13,0.61,0.54,-0.55,0.71,0.001
20160727,-0.14,0.51,-0.43,-0.12,-0.56,0.001
20160728,0.18,-0.53,-0.32,-0.11,-0.16,0.001
20160729,0.17,-0.06,0,-0.05,0.35,0.001
20160801,-0.16,0.07,-0.9,0.52,-0.74,0.001
20160802,-0.7,-0.61,0.18,-0.42,0.17,0.001
20160803,0.45,0.59,0.82,-0.78,0.18,0.001
20160804,0.05,0.06,-0.39,0.16,0.06,0.001
20160805,0.93,0.56,0.92,-0.57,-0.34,0.001
20160808,-0.06,0.11,0.51,0.04,0.46,0.001
20160809,0.05,-0.06,-0.27,-0.14,-0.23,0.001
20160810,-0.29,-0.47,-0.2,0.65,-0.01,0.001
20160811,0.54,0.14,0.03,-0.33,0.21,0.001
20160812,-0.06,0.13,-0.16,-0.15,-0.28,0.001
20160815,0.39,0.81,0.39,-0.31,0.4,0.001
20160816,-0.57,-0.2,0.58,-0.1,0.32,0.001
20160817,0.12,-0.5,0.25,0.1,0.05,0.001
20160818,0.32,0.48,0.34,-0.53,0.37,0.001
20160819,-0.11,0.07,-0.14,0.24,-0.15,0.001
20160822,-0.02,0.23,-0.4,0.01,-0.36,0.001
20160823,0.27,0.55,-0.02,-0.02,0.06,0.001
20160824,-0.56,-0.45,0.38,0.45,-0.09,0.001
20160825,-0.08,0.21,0.48,-0.26,0.27,0.001
20160826,-0.15,0.11,-0.09,-0.42,-0.2,0.001
20160829,0.53,0,0.34,-0.06,0.21,0.001
20160830,-0.14,0.22,0.29,-0.1,-0.32,0.001
20160831,-0.24,-0.35,0.14,0.3,-0.35,0.001
20160901,0.03,0.07,-0.51,0.11,-0.14,0.001
20160902,0.53,0.43,0.35,-0.15,0.19,0.001
20160906,0.26,0.02,-0.54,-0.65,0.03,0.001
20160907,0.09,0.61,0.03,-0.11,-0.25,0.001
20160908,-0.18,0.04,0.59,-0.86,0.41,0.001
20160909,-2.47,-0.56,0.41,0.04,-0.44,0.001
20160912,1.44,-0.03,-0.43,-0.14,-0.17,0.001
20160913,-1.48,-0.3,-0.43,0.56,-0.7,0.001
20160914,-0.08,0.06,-0.81,0.1,-0.45,0.001
20160915,1.07,0.3,-0.32,0.03,-0.2,0.001
20160916,-0.36,0.29,-0.45,0.18,-0.19,0.001
20160919,0.05,0.51,0.15,-0.08,0.36,0.001
20160920,-0.02,-0.35,-0.41,-0.55,-0.1,0.001
20160921,1.12,0.2,0.33,-0.44,0.52,0.001
20160922,0.7,0.81,-0.06,0.05,0.1,0.001
20160923,-0.6,-0.05,-0.21,0.53,-0.52,0.001
20160926,-0.88,-0.3,-0.35,-0.15,0.17,0.001
20160927,0.64,-0.13,-0.5,-0.02,-0.38,0.001
20160928,0.56,0.22,1.1,-1,1.15,0.001
20160929,-0.98,-0.39,0.53,0.26,0.67,0.001
20160930,0.88,0.42,0.35,-0.24,0.1,0.001
20161003,-0.26,-0.05,-0.12,0.01,0.17,0.001
20161004,-0.46,0.06,0.15,0.11,-0.31,0.001
20161005,0.58,0.42,0.8,-0.49,0.44,0.001
20161006,-0.06,-0.22,0.28,0.46,0.23,0.001
20161007,-0.38,-0.53,0.19,-0.24,-0.35,0.001
20161010,0.52,0.56,0.04,-0.56,-0.18,0.001
20161011,-1.3,-0.56,0.46,0.42,0.08,0.001
20161012,0.06,-0.21,0.35,0.73,0.13,0.001
20161013,-0.42,-0.74,-0.64,0.31,-0.15,0.001
20161014,0.01,-0.35,0.58,0.1,0.1,0.001
20161017,-0.29,-0.02,0.16,0.11,0.11,0.001
20161018,0.6,-0.17,0.05,-0.34,-0.31,0.001
20161019,0.25,0.13,0.94,-0.13,0.5,0.001
20161020,-0.16,-0.04,-0.12,-0.48,-0.02,0.001
20161021,0.02,-0.19,-0.31,0.12,-0.17,0.001
20161024,0.54,0.07,-0.18,0.59,-0.49,0.001
20161025,-0.46,-0.6,0.22,0.05,-0.03,0.001
20161026,-0.23,-0.73,0.71,0.13,0.51,0.001
20161027,-0.33,-0.94,0.58,-0.06,0.02,0.001
20161028,-0.29,-0.15,0.08,-0.17,0.35,0.001
20161031,0.02,0.11,0.09,0.5,-0.35,0.001
20161101,-0.68,-0.38,0.19,-0.5,-0.06,0.001
20161102,-0.73,-0.56,0.26,1.01,0.1,0.001
20161103,-0.4,-0.37,1.05,0.16,0.79,0.001
20161104,-0.12,0.85,-0.44,-0.1,-0.05,0.001
20161107,2.23,0.17,-0.12,-0.29,-0.23,0.001
20161108,0.4,-0.11,-0.22,-0.05,0.3,0.001
20161109,1.46,2.13,1.03,-0.77,0.73,0.001
20161110,0.32,1.48,1.83,-0.11,0.35,0.001
20161111,0.18,2.53,-0.01,0.08,-0.34,0.001
20161114,0.21,0.9,1.41,-0.23,0.34,0.001
20161115,0.8,-0.55,0.16,-0.6,0.22,0.001
20161116,-0.12,0.22,-0.55,0.78,-0.17,0.001
20161117,0.56,0.16,-0.15,0.18,-0.42,0.001
20161118,-0.16,0.56,0.39,-0.23,0.1,0.001
20161121,0.77,-0.26,0.07,-0.08,0.36,0.001
20161122,0.31,0.64,0.53,0.85,0.28,0.001
20161123,0.16,0.55,0.19,-0.3,0.16,0.001
20161125,0.4,-0.05,-0.29,0.26,-0.16,0.001
20161128,-0.64,-0.77,0.09,0.7,-0.35,0.001
20161129,0.11,-0.37,-0.06,0.48,-0.5,0.001
20161130,-0.25,-0.2,2.22,-1.53,2,0.001
20161201,-0.36,-0.38,2.04,0.39,0.62,0.001
20161202,0,-0.01,-0.33,-0.13,0.09,0.001
20161205,0.75,1.11,0.29,-0.33,-0.16,0.001
20161206,0.48,0.63,0.22,-0.14,-0.09,0.001
20161207,1.26,-0.48,0.5,0.89,-0.01,0.001
20161208,0.36,1.23,0.6,-0.26,-0.1,0.001
20161209,0.46,-0.35,0.2,-0.05,-0.04,0.001
20161212,-0.3,-0.97,-0.13,0.17,0.03,0.001
20161213,0.6,-0.58,-0.26,0.04,-0.17,0.001
20161214,-0.82,-0.39,-0.29,0.45,-0.52,0.001
20161215,0.46,0.46,0.3,0.04,0.06,0.001
20161216,-0.22,-0.02,-0.41,-0.19,-0.01,0.001
20161219,0.22,0.32,0.08,0.25,0.05,0.001
20161220,0.44,0.5,0.64,0.12,0.1,0.001
20161221,-0.24,-0.35,0.22,0.14,0.05,0.001
20161222,-0.3,-0.77,0.26,-0.19,0.05,0.001
20161223,0.19,0.52,-0.5,-0.4,-0.15,0.001
20161227,0.27,0.23,0.14,0.14,0.04,0.001
20161228,-0.87,-0.29,0.09,0.19,-0.15,0.001
20161229,-0.04,0.1,-0.33,0.27,0.02,0.001
20161230,-0.52,-0.06,0.2,-0.09,0.03,0.001
20170103,0.83,-0.1,0.06,-0.24,0.27,0.002
20170104,0.79,0.96,-0.15,-0.52,-0.03,0.002
20170105,-0.21,-1.02,-0.78,-0.24,-0.08,0.002
20170106,0.29,-0.74,-0.3,-0.36,-0.3,0.002
20170109,-0.37,-0.34,-1.04,0.13,-0.52,0.002
20170110,0.16,0.93,0.44,0.02,0.05,0.002
20170111,0.31,-0.15,0.66,0.07,0.28,0.002
20170112,-0.3,-0.64,-0.88,0.06,-0.28,0.002
20170113,0.29,0.59,-0.08,-0.29,-0.17,0.002
20170117,-0.49,-0.96,-0.63,0.55,0.39,0.002
20170118,0.24,0.2,0.24,-0.09,-0.1,0.002
20170119,-0.38,-0.55,-0.04,-0.12,-0.03,0.002
20170120,0.33,0.09,0.2,0.16,0.01,0.002
20170123,-0.29,-0.05,-0.33,0.43,-0.35,0.002
20170124,0.83,0.79,0.82,-0.24,0.49,0.002
20170125,0.84,0.22,0.44,-0.19,-0.16,0.002
20170126,-0.1,-0.58,0.41,-0.05,-0.16,0.002
20170127,-0.12,-0.06,-0.68,0.13,0.05,0.002
20170130,-0.68,-0.73,-0.46,0.66,-0.16,0.002
20170131,0,0.81,-0.57,-0.41,-0.25,0.002
20170201,0.04,-0.08,0.04,0.21,-0.23,0.002
20170202,-0.02,-0.3,-0.32,-0.34,0.16,0.002
20170203,0.82,0.61,0.75,-0.55,0.32,0.002
20170206,-0.27,-0.63,-0.2,0.1,-0.21,0.002
20170207,-0.01,-0.37,-0.51,0.41,-0.23,0.002
20170208,0.06,-0.28,-0.59,0.3,-0.07,0.002
20170209,0.72,0.7,0.07,-0.29,0.06,0.002
20170210,0.38,0.41,0.14,-0.01,0.15,0.002
20170213,0.49,-0.26,0.33,0.02,0.04,0.002
20170214,0.45,-0.17,0.35,-0.43,-0.08,0.002
20170215,0.54,0.14,-0.42,0.2,-0.06,0.002
20170216,-0.16,-0.21,0.01,0.34,-0.23,0.002
20170217,0.2,-0.06,-0.54,0.03,-0.4,0.002
20170221,0.6,0.06,0.13,0.3,0.37,0.002
20170222,-0.15,-0.37,0.11,0.54,-0.33,0.002
20170223,-0.11,-0.71,0.24,-0.23,-0.45,0.002
20170224,0.15,-0.1,-0.98,0.35,-0.23,0.002
20170227,0.22,0.85,-0.33,-0.38,-0.14,0.002
20170228,-0.42,-1.35,0.16,0.04,-0.2,0.002
20170301,1.47,0.53,0.78,-0.44,0.54,0.001
20170302,-0.7,-0.54,-0.9,0.64,-0.43,0.001
20170303,0.09,-0.18,0.13,-0.08,-0.1,0.001
20170306,-0.38,-0.41,-0.08,-0.03,0.01,0.001
20170307,-0.36,-0.35,-0.06,0.12,-0.25,0.001
20170308,-0.19,-0.18,-0.83,0.47,-0.75,0.001
20170309,0.04,-0.53,-0.23,-0.59,-0.14,0.001
20170310,0.34,0.06,-0.49,0.24,0.03,0.001
20170313,0.13,0.32,-0.06,-0.1,0.04,0.001
20170314,-0.36,-0.22,-0.01,0.52,-0.25,0.001
20170315,0.86,0.69,-0.46,-0.17,0.51,0.001
20170316,-0.06,0.44,0.23,-0.17,-0.36,0.001
20170317,-0.08,0.57,-0.34,0.13,0.02,0.001
20170320,-0.25,-0.2,-0.72,-0.15,-0.05,0.001
20170321,-1.48,-1.4,-0.72,0.88,0.28,0.001
20170322,0.16,-0.33,-0.56,0.15,-0.16,0.001
20170323,-0.03,0.74,0.49,-0.01,0.2,0.001
20170324,-0.05,0.1,-0.19,-0.32,-0.32,0.001
20170327,-0.05,0.46,-0.5,-0.23,-0.27,0.001
20170328,0.72,-0.05,0.72,0.02,0.39,0.001
20170329,0.18,0.31,-0.09,-0.36,0.13,0.001
20170330,0.36,0.42,0.92,-0.05,-0.16,0.001
20170331,-0.16,0.54,-0.32,0.02,0.09,0.001
20170403,-0.28,-1.14,-0.08,-0.13,-0.06,0.003
20170404,0.05,-0.25,0.31,-0.1,0.19,0.003
20170405,-0.44,-0.83,-0.3,0.45,-0.1,0.003
20170406,0.32,0.73,0.48,-0.13,0.37,0.003
20170407,-0.08,0.07,-0.26,0,-0.06,0.003
20170410,0.08,0.14,0.08,0.19,0.5,0.003
20170411,-0.05,0.8,0.22,0.19,0.19,0.003
20170412,-0.49,-0.93,-0.54,-0.02,-0.54,0.003
20170413,-0.75,-0.34,-0.81,-0.05,-0.38,0.003
20170417,0.89,0.29,0.24,0.03,-0.14,0.003
20170418,-0.25,0.31,-0.18,0.31,0.11,0.003
20170419,-0.08,0.56,-0.45,0.43,-0.84,0.003
20170420,0.83,0.6,0.26,0.23,-0.2,0.003
20170421,-0.28,0.06,-0.15,0.34,-0.19,0.003
20170424,1.18,0.28,0.5,-0.06,0.16,0.003
20170425,0.66,0.39,-0.06,-0.38,0.31,0.003
20170426,0.04,0.76,0.31,0.25,0,0.003
20170427,0.05,-0.2,-0.98,0.18,-0.57,0.003
20170428,-0.3,-0.76,-0.6,0.08,-0.19,0.003
20170501,0.21,0.25,-0.12,-0.18,-0.5,0.003
20170502,0.03,-0.46,-0.22,0.42,-0.35,0.003
20170503,-0.19,-0.51,0.21,-0.02,0.13,0.003
20170504,0.02,-0.12,-0.36,0.37,-0.72,0.003
20170505,0.46,0.1,0.02,-0.26,0.65,0.003
20170508,-0.04,-0.21,0.26,0.08,0.08,0.003
20170509,-0.05,0.4,-0.8,0.32,-0.37,0.003
